Time,Repeat.measurement,image,genus,species,species_author,Lat,Long,median or best estimate Ma,PaleoLat,Form,length,Zooid,width,area
Coniacian.PDT,1,pdt1126,Stichomicropora,sp. 3 ,Ostrovsky & Taylor (2005),,,,,Sheet,203.34,2,211.2,33080.79
Coniacian.PDT,1,pdt1126,Stichomicropora,sp. 3 ,Ostrovsky & Taylor (2005),,,,,Sheet,254.45,3,251.3,51461.12
Coniacian.PDT,2,pdt1126,Stichomicropora,sp. 3 ,Ostrovsky & Taylor (2005),,,,,Sheet,269.91,1,231.33,47227.74
Coniacian.PDT,2,pdt1126,Stichomicropora,sp. 3 ,Ostrovsky & Taylor (2005),,,,,Sheet,203.26,2,212.91,33605.73
Coniacian.PDT,2,pdt1126,Stichomicropora,sp. 3 ,Ostrovsky & Taylor (2005),,,,,Sheet,253.43,3,264.52,49319.36
Coniacian.PDT,3,pdt1126,Stichomicropora,sp. 3 ,Ostrovsky & Taylor (2005),,,,,Sheet,271.42,1,231.87,45240.04
Coniacian.PDT,3,pdt1126,Stichomicropora,sp. 3 ,Ostrovsky & Taylor (2005),,,,,Sheet,201.87,2,216.41,33490.6
Coniacian.PDT,3,pdt1126,Stichomicropora,sp. 3 ,Ostrovsky & Taylor (2005),,,,,Sheet,254.36,3,268.6,49668.39
Pliocene.PDT,1,pdt11260,Manzonella,fissurata,"(Busk, 1859)",052N,001E,4,052N,Sheet,498.7,1,324.04,143198.96
Pliocene.PDT,1,pdt11260,Manzonella,fissurata,"(Busk, 1859)",,,,,Sheet,513.55,2,298.3,129031.07
Pliocene.PDT,1,pdt11260,Manzonella,fissurata,"(Busk, 1859)",,,,,Sheet,603.47,3,338.17,175401.26
Pliocene.PDT,1,pdt11265,Manzonella,neogenica ,(Buge),052N,001E,4,052N,Sheet,472.86,1,255.56,111367.51
Pliocene.PDT,1,pdt11265,Manzonella,neogenica ,(Buge),,,,,Sheet,412.27,2,266.7,107053.2
Pliocene.PDT,1,pdt11265,Manzonella,neogenica ,(Buge),,,,,Sheet,402.5,3,259.18,93942.41
Recent.PDT,1,PDT1135,Monoporella,nodulifera,(Hincks),038N,026E,0,038N,Sheet,748.29,1,712.39,383129.72
Recent.PDT,1,PDT1135,Monoporella,nodulifera,(Hincks),,,,,Sheet,796.82,2,746.99,464911.7
Recent.PDT,1,PDT1135,Monoporella,nodulifera,(Hincks),,,,,Sheet,751.1,3,625.01,396423.06
Paleogene.PDT,1,pdt11371,gen.,nov.,,039S,068W,64,044S,Sheet,691.42,1,438.31,192661.09
Paleogene.PDT,1,pdt11371,gen.,nov.,,,,,,Sheet,592.02,2,437.2,182165.58
Paleogene.PDT,1,pdt11371,gen.,nov.,,,,,,Sheet,526.15,3,529.27,186166.4
Paleogene.PDT,2,pdt11371,gen.,nov.,,,,,,Sheet,679.79,1,,
Paleogene.PDT,2,pdt11371,gen.,nov.,,,,,,Sheet,606.07,2,,
Paleogene.PDT,2,pdt11371,gen.,nov.,,,,,,Sheet,492.62,3,,
Paleogene.PDT,3,pdt11371,gen.,nov.,,,,,,Sheet,671.8,1,,
Paleogene.PDT,3,pdt11371,gen.,nov.,,,,,,Sheet,615.92,2,,
Paleogene.PDT,3,pdt11371,gen.,nov.,,,,,,Sheet,498.8,3,,
Maastrichtian.PDT,1,pdt1141,Stichomicropora,senaria ,"Taylor & McKinney, 2006",034N,078W,70,033N,Sheet,350.08,1,268.86,70508.55
Maastrichtian.PDT,1,pdt1141,Stichomicropora,senaria ,"Taylor & McKinney, 2006",,,,,Sheet,370.75,2,273.61,66782.59
Maastrichtian.PDT,1,pdt1141,Stichomicropora,senaria ,"Taylor & McKinney, 2006",034N,,,,Sheet,395.6,3,305.83,88079.46
Maastrichtian.PDT,2,pdt1141,Stichomicropora,senaria ,"Taylor & McKinney, 2006",,,,,Sheet,353.98,1,,
Maastrichtian.PDT,2,pdt1141,Stichomicropora,senaria ,"Taylor & McKinney, 2006",,,,,Sheet,367.8,2,,
Maastrichtian.PDT,2,pdt1141,Stichomicropora,senaria ,"Taylor & McKinney, 2006",,,,,Sheet,391.48,3,,
Maastrichtian.PDT,3,pdt1141,Stichomicropora,senaria ,"Taylor & McKinney, 2006",,,,,Sheet,354.41,1,,
Maastrichtian.PDT,3,pdt1141,Stichomicropora,senaria ,"Taylor & McKinney, 2006",,,,,Sheet,362.63,2,,
Maastrichtian.PDT,3,pdt1141,Stichomicropora,senaria ,"Taylor & McKinney, 2006",,,,,Sheet,387.33,3,,
Paleogene.PDT,1,pdt11425,Balantiostoma,elongata ,"(Canu, 1911)",039S,068W,64,044S,Sheet,377.31,1,222.59,63752.62
Paleogene.PDT,1,pdt11425,Balantiostoma,elongata ,"(Canu, 1911)",,,,,Sheet,337.66,2,263.95,66322.6
Paleogene.PDT,1,pdt11425,Balantiostoma,elongata ,"(Canu, 1911)",,,,,Sheet,348.3,3,255.11,73463.76
Paleogene.PDT,2,pdt11425,Balantiostoma,elongata ,"(Canu, 1911)",,,,,Sheet,364.26,1,,
Paleogene.PDT,2,pdt11425,Balantiostoma,elongata ,"(Canu, 1911)",,,,,Sheet,344.02,2,,
Paleogene.PDT,2,pdt11425,Balantiostoma,elongata ,"(Canu, 1911)",,,,,Sheet,384.43,3,,
Paleogene.PDT,3,pdt11425,Balantiostoma,elongata ,"(Canu, 1911)",,,,,Sheet,380.01,1,,
Paleogene.PDT,3,pdt11425,Balantiostoma,elongata ,"(Canu, 1911)",,,,,Sheet,356.05,2,,
Paleogene.PDT,3,pdt11425,Balantiostoma,elongata ,"(Canu, 1911)",,,,,Sheet,387.12,3,,
Maastrichtian.PDT,1,pdt1143,Stichomicropora,ostrovskyi ,"Taylor & McKinney, 2006",034N,088W,68,035N,Sheet,475.81,1,476.16,169068.93
Maastrichtian.PDT,1,pdt1143,Stichomicropora,ostrovskyi ,"Taylor & McKinney, 2006",,,,,Sheet,502.26,2,504.74,183472.22
Maastrichtian.PDT,1,pdt1143,Stichomicropora,ostrovskyi ,"Taylor & McKinney, 2006",,,,,Sheet,480.76,3,416.75,141075.1
Maastrichtian.PDT,2,pdt1143,Stichomicropora,ostrovskyi ,"Taylor & McKinney, 2006",,,,,Sheet,489.48,1,,
Maastrichtian.PDT,2,pdt1143,Stichomicropora,ostrovskyi ,"Taylor & McKinney, 2006",,,,,Sheet,486.15,2,,
Maastrichtian.PDT,2,pdt1143,Stichomicropora,ostrovskyi ,"Taylor & McKinney, 2006",,,,,Sheet,466.99,3,,
Maastrichtian.PDT,3,pdt1143,Stichomicropora,ostrovskyi ,"Taylor & McKinney, 2006",,,,,Sheet,461.08,1,,
Maastrichtian.PDT,3,pdt1143,Stichomicropora,ostrovskyi ,"Taylor & McKinney, 2006",,,,,Sheet,486.86,2,,
Maastrichtian.PDT,3,pdt1143,Stichomicropora,ostrovskyi ,"Taylor & McKinney, 2006",,,,,Sheet,477.91,3,,
Paleogene.PDT,1,pdt11440,Pyriporella?,,,039S,068W,64,044S,Sheet,355.01,1,229.64,65075.35
Paleogene.PDT,1,pdt11440,Pyriporella?,,,,,,,Sheet,397.42,2,252.14,72843.24
Paleogene.PDT,1,pdt11440,Pyriporella?,,,,,,,Sheet,310.58,3,190.47,47007.24
Paleogene.PDT,2,pdt11440,Pyriporella?,,,,,,,Sheet,362.83,1,,
Paleogene.PDT,2,pdt11440,Pyriporella?,,,,,,,Sheet,399.06,2,,
Paleogene.PDT,2,pdt11440,Pyriporella?,,,,,,,Sheet,312.33,3,,
Paleogene.PDT,3,pdt11440,Pyriporella?,,,,,,,Sheet,361.63,1,,
Paleogene.PDT,3,pdt11440,Pyriporella?,,,,,,,Sheet,396.77,2,,
Paleogene.PDT,3,pdt11440,Pyriporella?,,,,,,,Sheet,308.3,3,,
Paleogene.PDT,1,pdt11446,Aspidostoma,onychocellifera ,"Canu, 1911",039S,068W,64,044S,Sheet,460.46,1,370.88,147607
Paleogene.PDT,1,pdt11446,Aspidostoma,onychocellifera ,"Canu, 1911",,,,,Sheet,444.04,2,408.04,148965
Paleogene.PDT,1,pdt11446,Aspidostoma,onychocellifera ,"Canu, 1911",,,,,Sheet,457.35,3,342.99,131853
Paleogene.PDT,2,pdt11446,Aspidostoma,onychocellifera ,"Canu, 1911",,,,,Sheet,495.14,1,,
Paleogene.PDT,2,pdt11446,Aspidostoma,onychocellifera ,"Canu, 1911",,,,,Sheet,466.49,2,,
Paleogene.PDT,2,pdt11446,Aspidostoma,onychocellifera ,"Canu, 1911",,,,,Sheet,466.48,3,,
Paleogene.PDT,3,pdt11446,Aspidostoma,onychocellifera ,"Canu, 1911",,,,,Sheet,498.97,1,,
Paleogene.PDT,3,pdt11446,Aspidostoma,onychocellifera ,"Canu, 1911",,,,,Sheet,456.31,2,,
Paleogene.PDT,3,pdt11446,Aspidostoma,onychocellifera ,"Canu, 1911",,,,,Sheet,464.48,3,,
Maastrichtian.PDT,1,pdt11451,Akatopora?,,,041S,063W,66,046S,Sheet,435.187,1,542.857,109126.984
Maastrichtian.PDT,1,pdt11451,Akatopora?,,,,,,,Sheet,525.646,2,348.01,106836.735
Maastrichtian.PDT,1,pdt11451,Akatopora?,,,,,,,Sheet,542.857,3,308.79,132222.222
Maastrichtian.PDT,1,pdt11453,Aechmella?,sp. 1,,041S,063W,66,046S,Sheet,432.72,1,305.75,64836.21
Maastrichtian.PDT,1,pdt11453,Aechmella?,sp. 1,,,,,,Sheet,369.03,2,251.03,73755.16
Maastrichtian.PDT,1,pdt11453,Aechmella?,sp. 1,,,,,,Sheet,307.31,3,265.81,74941.14
Paleogene.PDT,1,pdt11461,Monoporella,convexa ,"(Canu, 1911)",039S,068W,64,044S,Sheet,579.66,1,331,125976.97
Paleogene.PDT,1,pdt11461,Monoporella,convexa ,"(Canu, 1911)",,,,,Sheet,558.35,2,329.37,139394.5
Paleogene.PDT,1,pdt11461,Monoporella,convexa ,"(Canu, 1911)",,,,,Sheet,600.21,3,449.51,193948.74
Paleogene.PDT,2,pdt11461,Monoporella,convexa ,"(Canu, 1911)",,,,,Sheet,565.39,1,,
Paleogene.PDT,2,pdt11461,Monoporella,convexa ,"(Canu, 1911)",,,,,Sheet,552.58,2,,
Paleogene.PDT,2,pdt11461,Monoporella,convexa ,"(Canu, 1911)",,,,,Sheet,607.28,3,,
Paleogene.PDT,3,pdt11461,Monoporella,convexa ,"(Canu, 1911)",,,,,Sheet,567.38,1,,
Paleogene.PDT,3,pdt11461,Monoporella,convexa ,"(Canu, 1911)",,,,,Sheet,550.35,2,,
Paleogene.PDT,3,pdt11461,Monoporella,convexa ,"(Canu, 1911)",,,,,Sheet,611.53,3,,
Paleogene.PDT,1,pdt11465,Balantiostoma?,spectabilis ,"(Canu, 1911)",039S,068W,64,044S,Sheet,313.78,1,222.31,59375.78
Paleogene.PDT,1,pdt11465,Balantiostoma?,spectabilis ,"(Canu, 1911)",,,,,Sheet,302.29,2,232.15,56917.32
Paleogene.PDT,1,pdt11465,Balantiostoma?,spectabilis ,"(Canu, 1911)",,,,,Sheet,393.46,3,195.99,64465.57
Paleogene.PDT,2,pdt11465,Balantiostoma?,spectabilis ,"(Canu, 1911)",,,,,Sheet,159.41,1,,
Paleogene.PDT,2,pdt11465,Balantiostoma?,spectabilis ,"(Canu, 1911)",,,,,Sheet,136.78,2,,
Paleogene.PDT,2,pdt11465,Balantiostoma?,spectabilis ,"(Canu, 1911)",,,,,Sheet,188.67,3,,
Paleogene.PDT,3,pdt11465,Balantiostoma? ,spectabilis ,"(Canu, 1911)",,,,,Sheet,170.12,1,,
Paleogene.PDT,3,pdt11465,Balantiostoma? ,spectabilis ,"(Canu, 1911)",,,,,Sheet,145.28,2,,
Paleogene.PDT,3,pdt11465,Balantiostoma? ,spectabilis ,"(Canu, 1911)",,,,,Sheet,191.59,3,,
Paleogene.PDT,1,pdt11468,Tricephalopora,sp.,,039S,068W,64,044S,Sheet,513.51,1,340.18,157381.84
Paleogene.PDT,1,pdt11468,Tricephalopora,sp.,,,,,,Sheet,486.28,2,345.93,139345.27
Paleogene.PDT,1,pdt11468,Tricephalopora,sp.,,,,,,Sheet,449.91,3,323.37,124917.51
Paleogene.PDT,2,pdt11468,Tricephalopora,sp.,,,,,,Sheet,507.36,1,,
Paleogene.PDT,2,pdt11468,Tricephalopora,sp.,,,,,,Sheet,460.23,2,,
Paleogene.PDT,2,pdt11468,Tricephalopora,sp.,,,,,,Sheet,543.19,3,,
Paleogene.PDT,3,pdt11468,Tricephalopora,sp.,,,,,,Sheet,495.58,1,,
Paleogene.PDT,3,pdt11468,Tricephalopora,sp.,,,,,,Sheet,461.43,2,,
Paleogene.PDT,3,pdt11468,Tricephalopora,sp.,,,,,,Sheet,536.38,3,,
Paleogene.PDT,1,pdt11472,Tricephalopora?,sp.,,039S,068W,64,044S,Sheet,804.6,1,320.17,244344.35
Paleogene.PDT,1,pdt11472,Tricephalopora?,sp.,,,,,,Sheet,727.44,2,263.81,144247.55
Paleogene.PDT,1,pdt11472,Tricephalopora?,sp.,,,,,,Sheet,756.49,3,268.89,171149.97
Paleogene.PDT,2,pdt11472,Tricephalopora?,sp.,,,,,,Sheet,778.08,1,,
Paleogene.PDT,2,pdt11472,Tricephalopora?,sp.,,,,,,Sheet,720.74,2,,
Paleogene.PDT,2,pdt11472,Tricephalopora?,sp.,,,,,,Sheet,656.42,3,,
Paleogene.PDT,3,pdt11472,Tricephalopora?,sp.,,,,,,Sheet,788.47,1,,
Paleogene.PDT,3,pdt11472,Tricephalopora?,sp.,,,,,,Sheet,725.18,2,,
Paleogene.PDT,3,pdt11472,Tricephalopora?,sp.,,,,,,Sheet,675.58,3,,
Paleogene.PDT,1,pdt11478,Balantiostoma,sp.,,039S,068W,64,044S,Sheet,398.2,1,233.99,61497.47
Paleogene.PDT,1,pdt11478,Balantiostoma,sp.,,,,,,Sheet,329.02,2,229.03,62506.69
Paleogene.PDT,1,pdt11478,Balantiostoma,sp.,,,,,,Sheet,320.25,3,235.45,57731.12
Paleogene.PDT,2,pdt11478,Balantiostoma,sp.,,,,,,Sheet,326.12,1,,
Paleogene.PDT,2,pdt11478,Balantiostoma,sp.,,,,,,Sheet,350.64,2,,
Paleogene.PDT,2,pdt11478,Balantiostoma,sp.,,,,,,Sheet,345.39,3,,
Paleogene.PDT,3,pdt11478,Balantiostoma,sp.,,,,,,Sheet,326.91,1,,
Paleogene.PDT,3,pdt11478,Balantiostoma,sp.,,,,,,Sheet,341.96,2,,
Paleogene.PDT,3,pdt11478,Balantiostoma,sp.,,,,,,Sheet,354.82,3,,
Paleogene.PDT,1,pdt11495,Euritina,intermedia ,"Canu, 1911",039S,068W,64,044S,Sheet,349.38,1,262.38,78451.48
Paleogene.PDT,1,pdt11495,Euritina,intermedia ,"Canu, 1911",,,,,Sheet,347.48,2,267.65,85591.79
Paleogene.PDT,1,pdt11495,Euritina,intermedia ,"Canu, 1911",,,,,Sheet,346.04,3,242.1,76288.6
Paleogene.PDT,2,pdt11495,Euritina,intermedia ,"Canu, 1911",,,,,Sheet,350.29,1,,
Paleogene.PDT,2,pdt11495,Euritina,intermedia ,"Canu, 1911",,,,,Sheet,369.39,2,,
Paleogene.PDT,2,pdt11495,Euritina,intermedia ,"Canu, 1911",,,,,Sheet,343.65,3,,
Paleogene.PDT,3,pdt11495,Euritina,intermedia ,"Canu, 1911",,,,,Sheet,364.62,1,,
Paleogene.PDT,3,pdt11495,Euritina,intermedia ,"Canu, 1911",,,,,Sheet,359.07,2,,
Paleogene.PDT,3,pdt11495,Euritina,intermedia ,"Canu, 1911",,,,,Sheet,349.5,3,,
Paleogene.PDT,1,pdt11498,Electra,sp.,,041S,063W,64,047S,Sheet,354.57,1,213.98,53666.44
Paleogene.PDT,1,pdt11498,Electra,sp.,,,,,,Sheet,386.25,2,213.21,66633.6
Paleogene.PDT,1,pdt11498,Electra,sp.,,,,,,Sheet,354.87,3,207.71,49794.19
Paleogene.PDT,2,pdt11498,Electra,sp.,,,,,,Sheet,328.68,1,,
Paleogene.PDT,2,pdt11498,Electra,sp.,,,,,,Sheet,353.87,2,,
Paleogene.PDT,2,pdt11498,Electra,sp.,,,,,,Sheet,314.67,3,,
Paleogene.PDT,3,pdt11498,Electra,sp.,,,,,,Sheet,327.4,1,,
Paleogene.PDT,3,pdt11498,Electra,sp.,,,,,,Sheet,343.62,2,,
Paleogene.PDT,3,pdt11498,Electra,sp.,,,,,,Sheet,315.57,3,,
Maastrichtian.PDT,1,pdt11507,Poricella?,sp.,,041S,063W,66,046S,Sheet,394.77,1,256.88,80032.69
Maastrichtian.PDT,1,pdt11507,Poricella?,sp.,,,,,,Sheet,368.95,2,251.71,70092.13
Maastrichtian.PDT,1,pdt11507,Poricella?,sp.,,,,,,Sheet,434.64,3,229.18,81308.32
Cenomanian.PDT,1,PDT1151,Heteroconopeum,janieresiense ,"(Canu, 1897)",008N,011E,93,007N,Erect,262.72,1,178.79,41365.64
Cenomanian.PDT,1,PDT1151,Heteroconopeum,janieresiense ,"(Canu, 1897)",,,,,Erect,264.51,2,177.63,40807.85
Cenomanian.PDT,1,PDT1151,Heteroconopeum,janieresiense ,"(Canu, 1897)",,,,,Erect,286.41,3,198.6,47016.81
Cenomanian.PDT,2,PDT1151,Heteroconopeum,janieresiense ,"(Canu, 1897)",,,,,Erect,276.59,1,,
Cenomanian.PDT,2,PDT1151,Heteroconopeum,janieresiense ,"(Canu, 1897)",,,,,Erect,273.63,2,,
Cenomanian.PDT,2,PDT1151,Heteroconopeum,janieresiense ,"(Canu, 1897)",,,,,Erect,277.29,3,,
Cenomanian.PDT,3,PDT1151,Heteroconopeum,janieresiense ,"(Canu, 1897)",,,,,Erect,275.49,1,,
Cenomanian.PDT,3,PDT1151,Heteroconopeum,janieresiense ,"(Canu, 1897)",,,,,Erect,272.69,2,,
Cenomanian.PDT,3,PDT1151,Heteroconopeum,janieresiense ,"(Canu, 1897)",,,,,Erect,292.39,3,,
Paleogene.PDT,1,pdt11512,Poricella,sp.,,039S,068W,64,044S,Sheet,365.37,1,255.57,67243.97
Paleogene.PDT,1,pdt11512,Poricella,sp.,,,,,,Sheet,472.2,2,267.32,88566.83
Paleogene.PDT,1,pdt11512,Poricella,sp.,,,,,,Sheet,371.81,3,297.9,75081.19
Paleogene.PDT,2,pdt11512,Poricella,sp.,,,,,,Sheet,387.7,1,236.72,67044.13
Paleogene.PDT,2,pdt11512,Poricella,sp.,,,,,,Sheet,450.95,2,234.65,82475.02
Paleogene.PDT,2,pdt11512,Poricella,sp.,,,,,,Sheet,371.44,3,301.98,82518.73
Paleogene.PDT,3,pdt11512,Poricella,sp.,,,,,,Sheet,465.836,1,318.112,86228.696
Paleogene.PDT,3,pdt11512,Poricella,sp.,,,,,,Sheet,427.044,2,285.198,90638.129
Paleogene.PDT,3,pdt11512,Poricella,sp.,,,,,,Sheet,423.514,3,314.73,102558.462
Paleogene.PDT,1,pdt11521,Conopeum,?okaiana ,"(Canu, 1911)",041S,063W,64,047S,Sheet,447.14,1,295.19,91388.82
Paleogene.PDT,1,pdt11521,Conopeum,?okaiana ,"(Canu, 1911)",,,,,Sheet,436.62,2,284.44,93044.86
Paleogene.PDT,1,pdt11521,Conopeum,?okaiana ,"(Canu, 1911)",,,,,Sheet,418.87,3,315.47,102362.81
Paleogene.PDT,2,pdt11521,Conopeum,?okaiana ,"(Canu, 1911)",,,,,Sheet,445.58,1,,
Paleogene.PDT,2,pdt11521,Conopeum,?okaiana ,"(Canu, 1911)",,,,,Sheet,434.92,2,,
Paleogene.PDT,2,pdt11521,Conopeum,?okaiana ,"(Canu, 1911)",,,,,Sheet,420,3,,
Paleogene.PDT,3,pdt11521,Conopeum,?okaiana ,"(Canu, 1911)",,,,,Sheet,443.99,1,,
Paleogene.PDT,3,pdt11521,Conopeum,?okaiana ,"(Canu, 1911)",,,,,Sheet,430.16,2,,
Paleogene.PDT,3,pdt11521,Conopeum,?okaiana ,"(Canu, 1911)",,,,,Sheet,426.82,3,,
Paleogene.PDT,1,pdt11539,Cianotremella ,gigantea ,"Canu, 1911",039S,068W,64,044S,Sheet,582.36,1,308.3,129103.11
Paleogene.PDT,1,pdt11539,Cianotremella ,gigantea ,"Canu, 1911",,,,,Sheet,689.99,2,294.72,130416.61
Paleogene.PDT,1,pdt11539,Cianotremella ,gigantea ,"Canu, 1911",,,,,Sheet,594.9,3,318.98,152841.52
Paleogene.PDT,2,pdt11539,Cianotremella ,gigantea ,"Canu, 1911",,,,,Sheet,475.06,1,,
Paleogene.PDT,2,pdt11539,Cianotremella ,gigantea ,"Canu, 1911",,,,,Sheet,526.57,2,,
Paleogene.PDT,2,pdt11539,Cianotremella ,gigantea ,"Canu, 1911",,,,,Sheet,509.13,3,,
Paleogene.PDT,3,pdt11539,Cianotremella ,gigantea ,"Canu, 1911",,,,,Sheet,473.55,1,,
Paleogene.PDT,3,pdt11539,Cianotremella ,gigantea ,"Canu, 1911",,,,,Sheet,522.46,2,,
Paleogene.PDT,3,pdt11539,Cianotremella ,gigantea ,"Canu, 1911",,,,,Sheet,488.45,3,,
Paleogene.PDT,1,pdt11546,Akatopora,sp.,,039S,068W,64,044S,Sheet,275.83,1,203.71,44044.66
Paleogene.PDT,1,pdt11546,Akatopora,sp.,,,,,,Sheet,323.73,2,194.53,55398.34
Paleogene.PDT,1,pdt11546,Akatopora,sp.,,,,,,Sheet,319.05,3,192.26,45989.1
Paleogene.PDT,2,pdt11546,Akatopora,sp.,,,,,,Sheet,281.14,1,,
Paleogene.PDT,2,pdt11546,Akatopora,sp.,,,,,,Sheet,327.83,2,,
Paleogene.PDT,2,pdt11546,Akatopora,sp.,,,,,,Sheet,303.07,3,,
Paleogene.PDT,3,pdt11546,Akatopora,sp.,,,,,,Sheet,285.75,1,,
Paleogene.PDT,3,pdt11546,Akatopora,sp.,,,,,,Sheet,320.15,2,,
Paleogene.PDT,3,pdt11546,Akatopora,sp.,,,,,,Sheet,303.73,3,,
Eocene.PDT,1,pdt11621,Chataimulosia ,revelator ,"Gordon & Taylor, 2015",044S,176W,52,051S,Sheet,570.26,1,371.1,158991.89
Eocene.PDT,1,pdt11621,Chataimulosia ,revelator ,"Gordon & Taylor, 2015",,,,,Sheet,662.81,2,347.2,157744.6
Eocene.PDT,1,pdt11621,Chataimulosia ,revelator ,"Gordon & Taylor, 2015",,,,,Sheet,697.22,3,357.2,168304.05
Eocene.PDT,2,pdt11621,Chataimulosia ,revelator ,"Gordon & Taylor, 2015",,,,,Sheet,573.28,1,,
Eocene.PDT,2,pdt11621,Chataimulosia ,revelator ,"Gordon & Taylor, 2015",,,,,Sheet,628.08,2,,
Eocene.PDT,2,pdt11621,Chataimulosia ,revelator ,"Gordon & Taylor, 2015",,,,,Sheet,684,3,,
Eocene.PDT,3,pdt11621,Chataimulosia ,revelator ,"Gordon & Taylor, 2015",,,,,Sheet,581.7,1,,
Eocene.PDT,3,pdt11621,Chataimulosia ,revelator ,"Gordon & Taylor, 2015",,,,,Sheet,639.32,2,,
Eocene.PDT,3,pdt11621,Chataimulosia ,revelator ,"Gordon & Taylor, 2015",,,,,Sheet,684.37,3,,
Eocene.PDT,1,pdt11632,Tumaiella ,dieffenbachia ,"Gordon & Taylor, 2015",044S,176W,52,051S,Sheet,466.028,1,301.108,93901.605
Eocene.PDT,1,pdt11632,Tumaiella ,dieffenbachia ,"Gordon & Taylor, 2015",,,,,Sheet,452.461,2,380.113,110959.423
Eocene.PDT,1,pdt11632,Tumaiella ,dieffenbachia ,"Gordon & Taylor, 2015",,,,,Sheet,373.092,3,314.238,99778.537
Eocene.PDT,2,pdt11632,Tumaiella ,dieffenbachia ,"Gordon & Taylor, 2015",,,,,Sheet,467.18,1,,
Eocene.PDT,2,pdt11632,Tumaiella ,dieffenbachia ,"Gordon & Taylor, 2015",,,,,Sheet,462.84,2,,
Eocene.PDT,2,pdt11632,Tumaiella ,dieffenbachia ,"Gordon & Taylor, 2015",,,,,Sheet,393.62,3,,
Eocene.PDT,3,pdt11632,Tumaiella ,dieffenbachia ,"Gordon & Taylor, 2015",,,,,Sheet,472.64,1,,
Eocene.PDT,3,pdt11632,Tumaiella ,dieffenbachia ,"Gordon & Taylor, 2015",,,,,Sheet,440.3,2,,
Eocene.PDT,3,pdt11632,Tumaiella ,dieffenbachia ,"Gordon & Taylor, 2015",,,,,Sheet,397.78,3,,
Eocene.PDT,1,pdt11635,Aspidostoma,clava ,"Gordon & Taylor, 2015",044S,176W,52,051S,Erect,669.759,1,403.44,242938.476
Eocene.PDT,1,pdt11635,Aspidostoma,clava ,"Gordon & Taylor, 2015",,,,,Erect,615.741,2,415.196,188220.845
Eocene.PDT,1,pdt11635,Aspidostoma,clava ,"Gordon & Taylor, 2015",,,,,Erect,635.678,3,421.256,187681.359
Eocene.PDT,2,pdt11635,Aspidostoma,clava ,"Gordon & Taylor, 2015",,,,,Erect,748.43,1,,
Eocene.PDT,2,pdt11635,Aspidostoma,clava ,"Gordon & Taylor, 2015",,,,,Erect,605.55,2,,
Eocene.PDT,2,pdt11635,Aspidostoma,clava ,"Gordon & Taylor, 2015",,,,,Erect,593.95,3,,
Eocene.PDT,3,pdt11635,Aspidostoma,clava ,"Gordon & Taylor, 2015",,,,,Erect,740.79,1,,
Eocene.PDT,3,pdt11635,Aspidostoma,clava ,"Gordon & Taylor, 2015",,,,,Erect,625.46,2,,
Eocene.PDT,3,pdt11635,Aspidostoma,clava ,"Gordon & Taylor, 2015",,,,,Erect,603.03,3,,
Eocene.PDT,1,pdt11679,Cellaria,inarticulata ,"Gordon & Taylor, 2015",044S,176W,52,051S,Erect,356.762,1,217.89,77803.94
Eocene.PDT,1,pdt11679,Cellaria,inarticulata ,"Gordon & Taylor, 2015",,,,,Erect,426.319,2,254.604,87005.232
Eocene.PDT,1,pdt11679,Cellaria,inarticulata ,"Gordon & Taylor, 2015",,,,,Erect,407.078,3,224.157,65736.38
Eocene.PDT,2,pdt11679,Cellaria,inarticulata ,"Gordon & Taylor, 2015",,,,,Erect,341.96,1,,
Eocene.PDT,2,pdt11679,Cellaria,inarticulata ,"Gordon & Taylor, 2015",,,,,Erect,388.01,2,,
Eocene.PDT,2,pdt11679,Cellaria,inarticulata ,"Gordon & Taylor, 2015",,,,,Erect,393.06,3,,
Eocene.PDT,3,pdt11679,Cellaria,inarticulata ,"Gordon & Taylor, 2015",,,,,Erect,348.84,1,,
Eocene.PDT,3,pdt11679,Cellaria,inarticulata ,"Gordon & Taylor, 2015",,,,,Erect,424.11,2,,
Eocene.PDT,3,pdt11679,Cellaria,inarticulata ,"Gordon & Taylor, 2015",,,,,Erect,408.56,3,,
Eocene.PDT,1,pdt11681,Gigantopora,modesta ,"Gordon & Taylor, 2015",044S,176W,52,051S,Erect,493.465,1,335.935,140888
Eocene.PDT,1,pdt11681,Gigantopora,modesta ,"Gordon & Taylor, 2015",,,,,Erect,460.63,2,341.157,128549
Eocene.PDT,1,pdt11681,Gigantopora,modesta ,"Gordon & Taylor, 2015",,,,,Erect,492.394,3,323.66,146038
Eocene.PDT,2,pdt11681,Gigantopora,modesta ,"Gordon & Taylor, 2015",,,,,Erect,667.89,1,,
Eocene.PDT,2,pdt11681,Gigantopora,modesta ,"Gordon & Taylor, 2015",,,,,Erect,477.87,2,,
Eocene.PDT,2,pdt11681,Gigantopora,modesta ,"Gordon & Taylor, 2015",,,,,Erect,503.29,3,,
Eocene.PDT,3,pdt11681,Gigantopora,modesta ,"Gordon & Taylor, 2015",,,,,Erect,670.07,1,,
Eocene.PDT,3,pdt11681,Gigantopora,modesta ,"Gordon & Taylor, 2015",,,,,Erect,480.6,2,,
Eocene.PDT,3,pdt11681,Gigantopora,modesta ,"Gordon & Taylor, 2015",,,,,Erect,508.81,3,,
