Time,Repeat.measurement,image,genus,species,species_author,Lat,Long,median or best estimate Ma,PaleoLat,Form,length,Zooid,width,area
Pleistocene.PDT,1,pdt16390,Figularia,n. sp.,,,,,,Sheet,598.33,3,455.09,181666.67
Pleistocene.PDT,1,pdt16396,Fenestrulina,reticulata,,040S,175E,1,040S,Sheet,483.65,1,298.32,112988.43
Pleistocene.PDT,1,pdt16396,Fenestrulina,reticulata,,,,,,Sheet,603.74,2,301.91,114218.18
Pleistocene.PDT,1,pdt16396,Fenestrulina,reticulata,,,,,,Sheet,559.4,3,348.26,125424.79
Pleistocene.PDT,1,pdt16399,Exochella,conjuncta,,040S,175E,1,040S,Sheet,445.47,1,283.64,110168.87
Pleistocene.PDT,1,pdt16399,Exochella,conjuncta,,,,,,Sheet,422.16,2,222.59,93702.17
Pleistocene.PDT,1,pdt16399,Exochella,conjuncta,,,,,,Sheet,379.57,3,313.27,102980.63
Pleistocene.PDT,1,pdt16405,Calloporina,angustipora,(Hincks),040S,175E,1,040S,Sheet,418.17,1,442.88,123259.48
Pleistocene.PDT,1,pdt16405,Calloporina,angustipora,(Hincks),,,,,Sheet,488.86,2,453.56,113080.97
Pleistocene.PDT,1,pdt16405,Calloporina,angustipora,(Hincks),,,,,Sheet,472.87,3,380.38,126691.9
Pleistocene.PDT,1,pdt16410,Parasmittina,aotea,,040S,175E,1,040S,Sheet,475.61,1,276.16,105994.33
Pleistocene.PDT,1,pdt16410,Parasmittina,aotea,,,,,,Sheet,395.92,2,279.04,103944.26
Pleistocene.PDT,1,pdt16410,Parasmittina,aotea,,,,,,Sheet,590.67,3,277.69,116652.1
Pleistocene.PDT,1,pdt16420,Smittina, torques,,040S,175E,1,040S,Sheet,520.68,1,296.57,124137.93
Pleistocene.PDT,1,pdt16420,Smittina, torques,,,,,,Sheet,447.83,2,244.9,114988.11
Pleistocene.PDT,1,pdt16420,Smittina, torques,,,,,,Sheet,487.29,3,307.59,116718.19
Pleistocene.PDT,1,pdt16424,Microporella,agonistes,,040S,175E,2,040S,Sheet,393.15,1,352.92,100887.63
Pleistocene.PDT,1,pdt16424,Microporella,agonistes,,,,,,Sheet,394.33,2,320.72,104230.92
Pleistocene.PDT,1,pdt16424,Microporella,agonistes,,,,,,Sheet,387.91,3,275.11,92756.36
Pleistocene.PDT,1,pdt16425,Chiastosella,cf. watersi,,040S,175E,2,040S,Sheet,668.21,1,885.8,419688.58
Pleistocene.PDT,1,pdt16425,Chiastosella,cf. watersi,,,,,,Sheet,680.69,2,531.19,310775.09
Pleistocene.PDT,1,pdt16425,Chiastosella,cf. watersi,,,,,,Sheet,786.48,3,649.45,311294.12
Pleistocene.PDT,1,pdt16429,Escharella,spinosissima,,040S,175E,2,040S,Sheet,483.36,1,256.82,92772.33
Pleistocene.PDT,1,pdt16429,Escharella,spinosissima,,,,,,Sheet,451.49,2,279.88,93426.69
Pleistocene.PDT,1,pdt16429,Escharella,spinosissima,,,,,,Sheet,514.85,3,232.87,79239.8
Pleistocene.PDT,1,pdt16432,Osthimosia,cf. cyclops,,040S,175E,1,040S,Sheet,494,1,394.89,142602.88
Pleistocene.PDT,1,pdt16432,Osthimosia,cf. cyclops,,,,,,Sheet,387.82,2,402.18,121833.85
Pleistocene.PDT,1,pdt16432,Osthimosia,cf. cyclops,,,,,,Sheet,432.98,3,290.09,116622.94
Pleistocene.PDT,1,pdt16436,Exochella,armata,,040S,175E,1,040S,Sheet,374.32,1,188.79,58951.69
Pleistocene.PDT,1,pdt16436,Exochella,armata,,,,,,Sheet,349.86,2,233.39,65154.66
Pleistocene.PDT,1,pdt16436,Exochella,armata,,,,,,Sheet,427.74,3,206.67,68327.49
Pleistocene.PDT,1,pdt16463,Phonicosia,,,040S,175E,1,040S,Sheet,462.28,1,335.96,113298.8
Pleistocene.PDT,1,pdt16463,Phonicosia,,,,,,,Sheet,398.63,2,308.7,110152.82
Pleistocene.PDT,1,pdt16463,Phonicosia,,,,,,,Sheet,482.25,3,283.66,96076.79
Pleistocene.PDT,1,pdt16467,Prenantia,firmata,,040S,175E,1,040S,Sheet,392.82,1,360.75,96640.13
Pleistocene.PDT,1,pdt16467,Prenantia,firmata,,,,,,Sheet,532.47,2,341.93,153191.08
Pleistocene.PDT,1,pdt16467,Prenantia,firmata,,,,,,Sheet,461.1,3,326.51,102296.18
Pleistocene.PDT,1,pdt16474,Opaeophora,lepida,,040S,175E,1,040S,Sheet,400.3,1,267.27,89223.66
Pleistocene.PDT,1,pdt16474,Opaeophora,lepida,,,,,,Sheet,438.1,2,260.66,85625.69
Pleistocene.PDT,1,pdt16474,Opaeophora,lepida,,,,,,Sheet,349.54,3,178.39,59420.52
Pleistocene.PDT,1,pdt16475,Celleporina,,,040S,175E,1,040S,Sheet,338.92,1,220.59,70725.35
Pleistocene.PDT,1,pdt16475,Celleporina,,,,,,,Sheet,383.78,2,170.71,57127
Pleistocene.PDT,1,pdt16475,Celleporina,,,,,,,Sheet,515.18,3,188.3,89012.65
Pleistocene.PDT,1,pdt16495,Micropora,cf. mortenseni,,040S,175E,1,040S,Sheet,511.53,1,243.76,83160.66
Pleistocene.PDT,1,pdt16495,Micropora,cf. mortenseni,,,,,,Sheet,500.48,2,262.68,91459.99
Pleistocene.PDT,1,pdt16495,Micropora,cf. mortenseni,,,,,,Sheet,399.59,3,388.65,100230.32
Pleistocene.PDT,1,pdt16499,Mobunula,bicuspis,,040S,175E,1,040S,Sheet,267.74,1,260.2,53398.51
Pleistocene.PDT,1,pdt16499,Mobunula,bicuspis,,,,,,Sheet,276.29,2,239.48,47684.86
Pleistocene.PDT,1,pdt16499,Mobunula,bicuspis,,,,,,Sheet,219.01,3,277.22,47759.51
Pleistocene.PDT,1,pdt16505,Odontoporella,bishopi,"Carter & Gordon, 2007",040S,175E,1,040S,Sheet,367.58,1,296.34,79507.6
Pleistocene.PDT,1,pdt16505,Odontoporella,bishopi,"Carter & Gordon, 2007",,,,,Sheet,498.09,2,339.77,105284.2
Pleistocene.PDT,1,pdt16505,Odontoporella,bishopi,"Carter & Gordon, 2007",,,,,Sheet,380.49,3,323.02,98202.25
Recent.PDT,1,pdt16510,Micropora,mortenseni,,041S,174E,0,041S,Sheet,599.74,1,321.5,134538
Recent.PDT,1,pdt16510,Micropora,mortenseni,,,,,,Sheet,480.23,2,258.16,98841
Recent.PDT,1,pdt16510,Micropora,mortenseni,,,,,,Sheet,456.57,3,301.21,97095
Recent.PDT,1,pdt16512,Parkermavella,punctigera,,041S,174E,0,041S,Sheet,383.29,1,261.49,80228.72
Recent.PDT,1,pdt16512,Parkermavella,punctigera,,,,,,Sheet,468.12,2,239.74,96598.29
Recent.PDT,1,pdt16512,Parkermavella,punctigera,,,,,,Sheet,332.48,3,255.93,80775.78
Recent.PDT,1,pdt16514,Exochella,conjuncta,,041S,174E,0,041S,Sheet,385.89,1,200.38,68960.79
Recent.PDT,1,pdt16514,Exochella,conjuncta,,,,,,Sheet,353.8,2,237.62,61172.65
Recent.PDT,1,pdt16514,Exochella,conjuncta,,,,,,Sheet,363.37,3,228.21,76120.69
Recent.PDT,1,pdt16516,Filaguria,huttoni,,041S,174E,0,041S,Sheet,704.72,1,364.48,194828.61
Recent.PDT,1,pdt16516,Filaguria,huttoni,,,,,,Sheet,698.18,2,340.27,182722.4
Recent.PDT,1,pdt16516,Filaguria,huttoni,,,,,,Sheet,613.21,3,355.55,151880.74
Recent.PDT,1,pdt16519,Macropora,levenseni,,041S,174E,0,041S,Sheet,1227.73,1,887.64,867058.62
Recent.PDT,1,pdt16519,Macropora,levenseni,,,,,,Sheet,1064.51,2,1008,732290.02
Recent.PDT,1,pdt16519,Macropora,levenseni,,,,,,Sheet,1220.7,3,987.17,872591.7
Recent.PDT,1,pdt16523,Calloporina,angustipora,,041S,174E,0,041S,Sheet,474.76,1,380.46,123444
Recent.PDT,1,pdt16523,Calloporina,angustipora,,,,,,Sheet,485.14,2,347.89,116792.3
Recent.PDT,1,pdt16523,Calloporina,angustipora,,,,,,Sheet,459.57,3,352.28,98060.02
Recent.PDT,1,pdt16525,Schizosmittina,cinctipora,,041S,174E,0,041S,Sheet,657.74,1,231.87,125584.95
Recent.PDT,1,pdt16525,Schizosmittina,cinctipora,,,,,,Sheet,619.98,2,205.33,119452.5
Recent.PDT,1,pdt16525,Schizosmittina,cinctipora,,,,,,Sheet,595.68,3,233.07,110529.97
Recent.PDT,1,pdt16527,Crassimarginatella?,cucullata,,041S,174E,0,041S,Sheet,366.72,1,223.93,80797.19
Recent.PDT,1,pdt16527,Crassimarginatella?,cucullata,,,,,,Sheet,389.88,2,280.42,83877.55
Recent.PDT,1,pdt16527,Crassimarginatella?,cucullata,,,,,,Sheet,401.29,3,262.99,80670.44
Recent.PDT,1,pdt16528,Hemismittoidea,hexaspinosa,,041S,174E,0,041S,Sheet,352.85,1,183.75,65727.15
Recent.PDT,1,pdt16528,Hemismittoidea,hexaspinosa,,,,,,Sheet,371.27,2,229.72,79042.59
Recent.PDT,1,pdt16528,Hemismittoidea,hexaspinosa,,,,,,Sheet,251.1,3,235.96,49589.68
Recent.PDT,1,pdt16530,Cosciniopsis,vallata,,041S,174E,0,041S,Sheet,973.97,1,731.09,567476.86
Recent.PDT,1,pdt16530,Cosciniopsis,vallata,,,,,,Sheet,777.87,2,621.63,408090.5
Recent.PDT,1,pdt16530,Cosciniopsis,vallata,,,,,,Sheet,778.83,3,674.7,520685.64
Recent.PDT,1,pdt16532,Escharoides,angela,,041S,174E,0,041S,Sheet,844.97,1,464.5,320528.74
Recent.PDT,1,pdt16532,Escharoides,angela,,,,,,Sheet,731.65,2,349.19,219528.74
Recent.PDT,1,pdt16532,Escharoides,angela,,,,,,Sheet,750.95,3,442.02,287666.67
Recent.PDT,1,pdt16533,Aimulosia,marsupium,,041S,174E,0,041S,Sheet,309.35,1,289.37,82972.73
Recent.PDT,1,pdt16533,Aimulosia,marsupium,,,,,,Sheet,362.15,2,279.24,73157.85
Recent.PDT,1,pdt16533,Aimulosia,marsupium,,,,,,Sheet,410.8,3,208.62,69508.26
Recent.PDT,1,pdt16535,Smittina,torques,,041S,174E,0,041S,Sheet,566.14,1,266.17,111266.41
Recent.PDT,1,pdt16535,Smittina,torques,,,,,,Sheet,475.7,2,272.24,120677.91
Recent.PDT,1,pdt16535,Smittina,torques,,,,,,Sheet,501.63,3,228.65,82382.3
Recent.PDT,1,pdt16542,Bitectipora,rostrata,,041S,174E,0,041S,Sheet,669.21,1,381.65,206277.26
Recent.PDT,1,pdt16542,Bitectipora,rostrata,,,,,,Sheet,707.6,2,374.61,200410.35
Recent.PDT,1,pdt16542,Bitectipora,rostrata,,,,,,Sheet,736.33,3,285.81,177774.49
Recent.PDT,1,pdt16544,Parasmittina,delicatula,,041S,174E,0,041S,Sheet,496.52,1,262.35,119897.16
Recent.PDT,1,pdt16544,Parasmittina,delicatula,,,,,,Sheet,509.28,2,261.17,125766.2
Recent.PDT,1,pdt16544,Parasmittina,delicatula,,,,,,Sheet,439.75,3,306.27,110995.03
Recent.PDT,1,pdt16546,Rhynchozoon,zealandicum,,041S,174E,0,041S,Sheet,329.66,1,247.68,63062.31
Recent.PDT,1,pdt16546,Rhynchozoon,zealandicum,,,,,,Sheet,286.62,2,286.99,57497.13
Recent.PDT,1,pdt16546,Rhynchozoon,zealandicum,,,,,,Sheet,353.02,3,269.73,66126.35
Recent.PDT,1,pdt16548,Mollia,amoena,,041S,174E,0,041S,Sheet,629.85,1,405.74,167839.86
Recent.PDT,1,pdt16548,Mollia,amoena,,,,,,Sheet,566.14,2,373.6,168608.54
Recent.PDT,1,pdt16548,Mollia,amoena,,,,,,Sheet,554.14,3,290.15,117661.92
Recent.PDT,1,pdt16583,Calyptotheca,immersa,,041S,174E,0,041S,Sheet,412.85,1,408.71,141831.35
Recent.PDT,1,pdt16583,Calyptotheca,immersa,,,,,,Sheet,537.11,2,316.18,125032.5
Recent.PDT,1,pdt16583,Calyptotheca,immersa,,,,,,Sheet,424.17,3,403.9,132871.15
Pleistocene.PDT,1,pdt16597,Steginoporella,magnifica,,040S,175E,2,040S,Sheet,1056.44,1,512.96,413029.86
Pleistocene.PDT,1,pdt16597,Steginoporella,magnifica,,,,,,Sheet,932.9,2,604.91,464814.28
Pleistocene.PDT,1,pdt16597,Steginoporella,magnifica,,,,,,Sheet,930.04,3,550.36,408339.4
Pleistocene.PDT,1,pdt16599,Tretosina?,flemingi,,040S,175E,2,040S,Sheet,541.27,1,403.79,115330.82
Pleistocene.PDT,1,pdt16599,Tretosina?,flemingi,,,,,,Sheet,495.77,2,343.57,144538.91
Pleistocene.PDT,1,pdt16599,Tretosina?,flemingi,,,,,,Sheet,412.76,3,385.99,125306.82
Pleistocene.PDT,1,pdt16607,Bitectipora?,sp.,,040S,175E,2,040S,Sheet,441.05,1,329.43,112609.95
Pleistocene.PDT,1,pdt16607,Bitectipora?,sp.,,,,,,Sheet,443.62,2,362.18,105005.79
Pleistocene.PDT,1,pdt16607,Bitectipora?,sp.,,,,,,Sheet,419.44,3,291.79,108049.77
Santonian.PDT,1,pdt16635,Onychocella,inelegans grp.,,051N,000E,86,042N,Sheet,498.42,1,421.31,151692
Santonian.PDT,1,pdt16635,Onychocella,inelegans grp.,,,,,,Sheet,491.04,2,411.76,168760.74
Santonian.PDT,1,pdt16635,Onychocella,inelegans grp.,,,,,,Sheet,566.54,3,371.13,171794.45
Santonian.PDT,2,pdt16635,Onychocella,inelegans grp.,,,,,,Sheet,506.01,1,420.12,167445.47
Santonian.PDT,2,pdt16635,Onychocella,inelegans grp.,,,,,,Sheet,486.62,2,419.88,179907.47
Santonian.PDT,2,pdt16635,Onychocella,inelegans grp.,,,,,,Sheet,557.89,3,388.06,165039.66
Santonian.PDT,3,pdt16635,Onychocella,inelegans grp.,,,,,,Sheet,499.25,1,412.53,163939.19
Santonian.PDT,3,pdt16635,Onychocella,inelegans grp.,,,,,,Sheet,499.17,2,426.25,162098.48
Santonian.PDT,3,pdt16635,Onychocella,inelegans grp.,,,,,,Sheet,551.2,3,395.95,164659.62
Pleistocene.PDT,1,pdt16645,Fovoporella,spectabilis,"(Hincks, 1891)",040S,175E,2,040S,Sheet,814.03,1,375.12,239315.93
Pleistocene.PDT,1,pdt16645,Fovoporella,spectabilis,"(Hincks, 1891)",,,,,Sheet,651.87,2,340.48,215571.71
Pleistocene.PDT,1,pdt16645,Fovoporella,spectabilis,"(Hincks, 1891)",,,,,Sheet,920.91,3,455.18,276457.37
Pleistocene.PDT,1,pdt16649,Powellitheca,waipukurensis,"(Waters, 1887)",040S,175E,2,040S,Sheet,578.18,1,252.45,122600.87
Pleistocene.PDT,1,pdt16649,Powellitheca,waipukurensis,"(Waters, 1887)",,,,,Sheet,540.08,2,262.76,122418.66
Pleistocene.PDT,1,pdt16649,Powellitheca,waipukurensis,"(Waters, 1887)",,,,,Sheet,532.67,3,267.16,128301.52
Pleistocene.PDT,1,pdt16653,Galeopsis,polyporus,"(Brown, 1952)",040S,175E,2,040S,Sheet,279.31,1,183.99,36597.22
Pleistocene.PDT,1,pdt16653,Galeopsis,polyporus,"(Brown, 1952)",,,,,Sheet,245.26,2,159.64,30063.07
Pleistocene.PDT,1,pdt16653,Galeopsis,polyporus,"(Brown, 1952)",,,,,Sheet,277.47,3,158.31,45182.82
Pleistocene.PDT,1,pdt16659,Chaperiopsis,rubida,,040S,175E,2,040S,Sheet,434.35,1,300.69,92803.5
Pleistocene.PDT,1,pdt16659,Chaperiopsis,rubida,,,,,,Sheet,459.32,2,320.42,90707.31
Pleistocene.PDT,1,pdt16659,Chaperiopsis,rubida,,,,,,Sheet,426.62,3,268.52,95404.66
Pleistocene.PDT,1,pdt16661,Schizosmittina,cinctipora ,"(Hincks, 1883)",040S,175E,2,040S,Sheet,413.33,1,305.34,88297.14
Pleistocene.PDT,1,pdt16661,Schizosmittina,cinctipora ,"(Hincks, 1883)",,,,,Sheet,457.67,2,329.89,93490.87
Pleistocene.PDT,1,pdt16661,Schizosmittina,cinctipora ,"(Hincks, 1883)",,,,,Sheet,554.2,3,284.69,103919.05
Recent.PDT,1,pdt16669,Rhynchozoon,phyrynoglossum,(Marcus),024S,046W,0,024S,Sheet,493.07,1,280.81,106831.28
Recent.PDT,1,pdt16669,Rhynchozoon,phyrynoglossum,(Marcus),,,,,Sheet,507.46,2,292.74,127983.54
Recent.PDT,1,pdt16669,Rhynchozoon,phyrynoglossum,(Marcus),,,,,Sheet,560.04,3,277.22,112869.51
Recent.PDT,1,pdt16686,Turbicellepora,dichotoma,(Hincks) ,024S,046W,0,024S,Erect,368.41,1,191.87,70044.18
Recent.PDT,1,pdt16686,Turbicellepora,dichotoma,(Hincks) ,,,,,Erect,419.75,2,191.08,62153.43
Recent.PDT,1,pdt16686,Turbicellepora,dichotoma,(Hincks) ,,,,,Erect,454.58,3,236.07,72565.99
Cenomanian.PDT,1,PDT1669,Reptocea,cenomana ,"d'Orbigny, 1854",048N,000E,97,040N,Sheet,262.85,1,228,52397.22
Cenomanian.PDT,1,PDT1669,Reptocea,cenomana ,"d'Orbigny, 1854",,,,,Sheet,329.83,2,229.31,58264.34
Cenomanian.PDT,1,PDT1669,Reptocea,cenomana ,"d'Orbigny, 1854",,,,,Sheet,318.41,3,237.37,52943.37
Cenomanian.PDT,2,PDT1669,Reptocea ,cenomana ,"d'Orbigny, 1854",,,,,Sheet,272.06,1,,
Cenomanian.PDT,2,PDT1669,Reptocea ,cenomana ,"d'Orbigny, 1854",,,,,Sheet,327.75,2,,
Cenomanian.PDT,2,PDT1669,Reptocea ,cenomana ,"d'Orbigny, 1854",,,,,Sheet,312.51,3,,
Cenomanian.PDT,3,PDT1669,Reptocea ,cenomana ,"d'Orbigny, 1854",,,,,Sheet,272.7,1,,
Cenomanian.PDT,3,PDT1669,Reptocea ,cenomana ,"d'Orbigny, 1854",,,,,Sheet,331.64,2,,
Cenomanian.PDT,3,PDT1669,Reptocea ,cenomana ,"d'Orbigny, 1854",,,,,Sheet,314.02,3,,
Recent.PDT,1,pdt16693,Schizoporella,pungens ,"Canu & Bassler, 1928 ",024S,046W,0,024S,Sheet,606.08,1,398.26,201010.31
Recent.PDT,1,pdt16693,Schizoporella,pungens ,"Canu & Bassler, 1928 ",,,,,Sheet,530.03,2,388.73,167862.27
Recent.PDT,1,pdt16693,Schizoporella,pungens ,"Canu & Bassler, 1928 ",,,,,Sheet,592.41,3,338.22,157326.67
Recent.PDT,1,pdt16697,Jellyella,tuberculata,"(Bosc, 1802) ",024S,046W,0,024S,Sheet,327.47,1,244.87,65310.12
Recent.PDT,1,pdt16697,Jellyella,tuberculata,"(Bosc, 1802) ",,,,,Sheet,303.84,2,241.04,54867.8
Recent.PDT,1,pdt16697,Jellyella,tuberculata,"(Bosc, 1802) ",,,,,Sheet,329.81,3,217.19,48058.52
Recent.PDT,1,pdt16706,Arbocuspis,bellula ,"(Hincks, 1881) ",024S,046W,0,024S,Sheet,379.51,1,193.36,54268.9
Recent.PDT,1,pdt16706,Arbocuspis,bellula ,"(Hincks, 1881) ",,,,,Sheet,532.35,2,205.72,66146.32
Recent.PDT,1,pdt16706,Arbocuspis,bellula ,"(Hincks, 1881) ",,,,,Sheet,373.35,3,214.49,66633.39
Pliocene.PDT,1,pdt16708,Watersipora,grandis,"(Canu & Bassler, 1923)",027N,082W,3,026N,Sheet,992.08,1,427.03,370577.06
Pliocene.PDT,1,pdt16708,Watersipora,grandis,"(Canu & Bassler, 1923)",,,,,Sheet,1011.17,2,465.15,414463.11
Pliocene.PDT,1,pdt16708,Watersipora,grandis,"(Canu & Bassler, 1923)",,,,,Sheet,1039.86,3,413.08,412899.93
Pleistocene.PDT,1,pdt16721,Microporella,cf. Speculum,"Brown, 1952",040S,175E,1,040S,Sheet,519.2,1,509.25,183089.97
Pleistocene.PDT,1,pdt16721,Microporella,cf. Speculum,"Brown, 1952",,,,,Sheet,615.43,2,456.77,216885.81
Pleistocene.PDT,1,pdt16721,Microporella,cf. Speculum,"Brown, 1952",,,,,Sheet,498.76,3,507.3,197110.73
Campanian.PDT,1,pdt16725,Lunulites,cf. annulata,"Stoliczka, 1873",033S,028E,79,051S,Free-living,261.25,1,231.33,46438.08
Campanian.PDT,1,pdt16725,Lunulites,cf. Annulata,"Stoliczka, 1873",,,,,Free-living,206.24,2,211.68,41231.19
Campanian.PDT,1,pdt16725,Lunulites,cf. Annulata,"Stoliczka, 1873",,,,,Free-living,261.04,3,235.48,43977.14
Campanian.PDT,1,pdt16730,calloporid gen. nov.,[cf. Tremogasterina problematica],,033S,028E,79,051S,Sheet,440.13,1,202.3,48801.99
Campanian.PDT,1,pdt16730,calloporid gen. nov.,[cf. Tremogasterina problematica],,,,,,Sheet,342.28,2,185.65,57186.91
Campanian.PDT,1,pdt16730,calloporid gen. nov.,[cf. Tremogasterina problematica],,,,,,Sheet,259.52,3,190.21,54120.98
Campanian.PDT,1,pdt16735,Gastropella,,,033S,028E,79,051S,Erect,645.27,1,264.33,130218.1
Campanian.PDT,1,pdt16735,Gastropella,,,,,,,Erect,514.58,2,334.1,133235.97
Campanian.PDT,1,pdt16735,Gastropella,,,,,,,Erect,471.84,3,255.7,119080.52
Campanian.PDT,1,pdt16739,Chiplonkarina,sp.,,033S,028E,79,051S,Erect,358.95,1,249.54,61490.06
Campanian.PDT,1,pdt16739,Chiplonkarina,sp.,,,,,,Erect,359.76,2,234.8,58143.92
Campanian.PDT,1,pdt16739,Chiplonkarina,sp.,,,,,,Erect,309.29,3,199.92,54990.96
Campanian.PDT,2,pdt16739,Chiplonkarina,sp.,,,,,,Erect,293.68,1,,
Campanian.PDT,2,pdt16739,Chiplonkarina,sp.,,,,,,Erect,305.71,2,,
Campanian.PDT,2,pdt16739,Chiplonkarina,sp.,,,,,,Erect,273.82,3,,
Campanian.PDT,3,pdt16739,Chiplonkarina,sp.,,,,,,Erect,280.64,1,,
Campanian.PDT,3,pdt16739,Chiplonkarina,sp.,,,,,,Erect,312.69,2,,
Campanian.PDT,3,pdt16739,Chiplonkarina,sp.,,,,,,Erect,268.12,3,,
Campanian.PDT,1,pdt16742,Bubnofiella (cf.),,,033S,028E,79,051S,Erect,512.69,1,302.43,107113.12
Campanian.PDT,1,pdt16742,Bubnofiella (cf.),,,,,,,Erect,535.01,2,287.17,111498.87
Campanian.PDT,1,pdt16742,Bubnofiella (cf.),,,,,,,Erect,475.43,3,253.3,86789.59
Campanian.PDT,1,pdt16744,Ogiva,sp. 1,,033S,028E,79,051S,Erect,463.48,1,341.66,133280.28
Campanian.PDT,1,pdt16744,Ogiva,sp. 1,,,,,,Erect,516.28,2,431.56,153681.66
Campanian.PDT,1,pdt16744,Ogiva,sp. 1,,,,,,Erect,485.07,3,347.89,135487.89
Campanian.PDT,1,pdt16749,Bathosella,puncticulata,(Stoliczka),033S,028E,79,051S,Sheet,488.32,1,322.13,125116.28
Campanian.PDT,1,pdt16749,Bathosella,puncticulata,(Stoliczka),,,,,Sheet,550.04,2,377.96,120574.074
Campanian.PDT,1,pdt16749,Bathosella,puncticulata,(Stoliczka),,,,,Sheet,627.24,3,326.66,178949.43
Campanian.PDT,2,pdt16749,Bathosella,puncticulata,(Stoliczka),,,,,Sheet,467.644,1,272.066,115917.284
Campanian.PDT,2,pdt16749,Bathosella,puncticulata,(Stoliczka),,,,,Sheet,519.496,2,318.174,134776.543
Campanian.PDT,2,pdt16749,Bathosella,puncticulata,(Stoliczka),,,,,Sheet,549.051,3,271.884,120574.074
Campanian.PDT,3,pdt16749,Bathosella,puncticulata,(Stoliczka),,,,,Sheet,470.394,1,268.252,109176.378
Campanian.PDT,3,pdt16749,Bathosella,puncticulata,(Stoliczka),,,,,Sheet,538.189,2,286.323,121431.318
Campanian.PDT,3,pdt16749,Bathosella,puncticulata,(Stoliczka),,,,,Sheet,580.912,3,289.54,173457.909
Campanian.PDT,1,pdt16754,Bountyella (cf.),,,033S,028E,79,051S,Erect,940.21,1,437.69,288928.83
Campanian.PDT,1,pdt16754,Bountyella (cf.),,,,,,,Erect,791.14,2,351.48,195224.45
Campanian.PDT,1,pdt16754,Bountyella (cf.),,,,,,,Erect,839.5,3,435.1,266173.36
Campanian.PDT,1,pdt16757,Pithodella,,,033S,028E,79,051S,Erect,432.47,1,223.24,82967.57
Campanian.PDT,1,pdt16757,Pithodella,,,,,,,Erect,396.23,2,238.28,80729.73
Campanian.PDT,1,pdt16757,Pithodella,,,,,,,Erect,387.73,3,187.44,55686.49
Campanian.PDT,1,pdt16764,Dionella,coromandalis,"Guha & Nathan, 1996",033S,028E,79,051S,Sheet,440.51,1,247.97,91453.29
Campanian.PDT,1,pdt16764,Dionella,coromandalis,"Guha & Nathan, 1996",,,,,Sheet,382.53,2,297.86,88041.52
Campanian.PDT,1,pdt16764,Dionella,coromandalis,"Guha & Nathan, 1996",,,,,Sheet,478.9,3,226.62,86266.44
Campanian.PDT,1,pdt16771,Aechmella,sp. 2,,033S,028E,79,051S,Sheet,374.51,1,235.67,69406
Campanian.PDT,1,pdt16771,Aechmella,sp. 2,,,,,,Sheet,387.53,2,288.69,79465
Campanian.PDT,1,pdt16771,Aechmella,sp. 2,,,,,,Sheet,379.29,3,253.01,79499
Campanian.PDT,1,pdt16773,Marginaria,sp. 2,,033S,028E,79,051S,Sheet,499.59,1,246.23,79513.89
Campanian.PDT,1,pdt16773,Marginaria,sp. 2,,,,,,Sheet,400.08,2,268.68,89505.32
Campanian.PDT,1,pdt16773,Marginaria,sp. 2,,,,,,Sheet,373.55,3,227.91,71587.79
Campanian.PDT,1,pdt16775,Onychocella,cf. Insipiens,(Stol.),033S,028E,79,051S,Erect,220.04,1,190,32746
Campanian.PDT,1,pdt16775,Onychocella,cf. Insipiens,(Stol.),,,,,Erect,214.15,2,168.96,27768
Campanian.PDT,1,pdt16775,Onychocella,cf. Insipiens,(Stol.),,,,,Erect,211.03,3,191.6,31893
Campanian.PDT,1,pdt16782,Aechmella,,,033S,028E,79,051S,Sheet,510.36,1,469.1,158375.96
Campanian.PDT,1,pdt16782,Aechmella,,,,,,,Sheet,437.5,2,419.78,137381.17
Campanian.PDT,1,pdt16782,Aechmella,,,,,,,Sheet,534.2,3,431.37,166312.81
Campanian.PDT,1,pdt16789,Cryptostomella,,,033S,028E,79,051S,Sheet,380.31,1,248.52,64115.39
Campanian.PDT,1,pdt16789,Cryptostomella,,,,,,,Sheet,333.49,2,290.05,81099.15
Campanian.PDT,1,pdt16789,Cryptostomella,,,,,,,Sheet,405.43,3,272.88,90511.11
Campanian.PDT,1,pdt16791,Semiescharipora (cf.),complanata ,d'Orbigny,033S,028E,79,051S,Sheet,535.53,1,370.49,133814.56
Campanian.PDT,1,pdt16791,Semiescharipora (cf.),complanata ,d'Orbigny,,,,,Sheet,412.65,2,279.15,100987.61
Campanian.PDT,1,pdt16791,Semiescharipora (cf.),complanata ,d'Orbigny,,,,,Sheet,500.1,3,296.09,118078.15
Campanian.PDT,1,pdt16795,bifoliate bryopastorid sp. 1 ,,,033S,028E,79,051S,Erect,550.65,1,265.26,114759.32
Campanian.PDT,1,pdt16795,bifoliate bryopastorid sp. 1 ,,,,,,,Erect,555.75,2,243.04,102967.8
Campanian.PDT,1,pdt16795,bifoliate bryopastorid sp. 1 ,,,,,,,Erect,550.05,3,242.88,114259.05
Campanian.PDT,1,pdt16798,bifoliate bryopastorid sp. 2,,,033S,028E,79,051S,Erect,564.75,1,314.57,138315.7
Campanian.PDT,1,pdt16798,bifoliate bryopastorid sp. 2,,,,,,,Erect,545.31,2,307.34,137575.26
Campanian.PDT,1,pdt16798,bifoliate bryopastorid sp. 2,,,,,,,Erect,574.92,3,346.12,142286.41
